HBNAME,Site,Date,Date Analysed,SW Sample Number,N1 Description,N1 Reported Value,N1 Sample 1,N1 Sample 2,N1 Sample 3,Calculated Mean,Standard Deviation,Flow (l/day),Ammonia (mg/l),pH Value,Modelled Flow (l/day),Million Gene Copies Per Person per Day,Analysis Lab,(Row Count)
Lothian,East Calder,September 2021,07/09/2021,15248054,Positive,769658,776821.141565077,762495.591589662,,769658.36657737,10129.6935318431,22982400,31.17,,28271557.9229171,241.275032313883,SEPA - Low Volume,1
Lothian,East Calder,September 2021,09/09/2021,15248055,Positive,221240,194386.134592945,248094.602231501,,221240.368412223,37977.6216743616,22118400,35.39,,26278561.4331734,66.7478205050798,SEPA - Low Volume,1
Lothian,East Calder,September 2021,16/09/2021,15248057,Positive,336120,336120.02544685,,,336120.02544685,,30585600,24.16,,32737756.2392549,140.226598970267,SEPA - Low Volume,1
Lothian,East Calder,September 2021,23/09/2021,15248059,Positive,214309,200441.309204382,228178.30075964,,214309.804982011,19613.0148184366,22723200,28.94,,29506005.7158614,66.424843623467,SEPA - Low Volume,1
Lothian,East Calder,September 2021,29/09/2021,15248060,Positive,315460,310487.81279313,320434.091093317,,315460.951943223,7033.08083363061,25056000,22.94,,33729115.8397548,107.814297762872,SEPA - Low Volume,1
Lothian,East Calder,September 2021,30/09/2021,15248061,Positive,506705,508839.999381088,504570.161887244,,506705.080634166,3019.23104646136,,21.92,,34624009.4895309,239.304918913029,SEPA - Low Volume,1
Lothian,East Calder,October 2021,05/10/2021,15248062,Positive,403064,375280.028248267,430848.92498486,,403064.476616564,39293.1437054995,47520000,20.34,,36147872.013992,261.258220626889,SEPA - Low Volume,1
Lothian,East Calder,October 2021,07/10/2021,15248063,Analysis Failed,,,,,,,51321600,13,,46774575.7716153,,SEPA - Low Volume,1
Lothian,East Calder,October 2021,12/10/2021,15248064,Positive,335582,350981.029889596,320184.237024711,,335582.633457153,21776.6210735575,31276800,23.51,,33255852.1671016,143.166299430015,SEPA - Low Volume,1
Lothian,East Calder,October 2021,14/10/2021,15248065,Positive,227439,221016.892534133,233861.473310909,,227439.182922521,9082.49016875667,29203200,25.34,,31851188.1270865,90.5971921313131,SEPA - Low Volume,1
Lothian,East Calder,October 2021,19/10/2021,15248066,Positive,111180,75946.1946576883,146415.662568633,,111180.928613161,49829.4386264367,43632000,12.57,,47689220.8452278,66.1689779063662,SEPA - Low Volume,1
Lothian,East Calder,October 2021,21/10/2021,15248067,Positive,202953,173017.314525459,232888.947710407,,202953.131117933,42335.6378257908,42595200,19.95,,36553043.0473882,117.916729783184,SEPA - Low Volume,1
Lothian,East Calder,October 2021,26/10/2021,15248068,Positive,168563,179449.140734697,157677.425945943,,168563.28334032,15394.9271651874,34473600,17.7,,39160140.2511309,79.2626574353915,SEPA - Low Volume,1
Lothian,East Calder,October 2021,29/10/2021,15248069,Positive,112551,124384.246755182,100717.951519642,,112551.099137412,16734.5978466129,,7.92,,62218328.5839791,95.5184110405998,SEPA - Low Volume,1
Lothian,East Calder,November 2021,02/11/2021,15248070,Positive,167020,108100.593370754,225941.127673119,,167020.860521936,83325.8409038479,57974400,13.02,,46733195.5730237,132.076632742392,SEPA - Low Volume,1
Lothian,East Calder,November 2021,04/11/2021,15248071,Positive,295440,272424.604524171,318457.110479849,,295440.85750201,32549.8971162699,37497600,21.03,,35460210.6191698,151.109940914536,SEPA - Low Volume,1
Lothian,East Calder,November 2021,08/11/2021,15560050,Positive,293885,256771.485647185,330999.810426073,,293885.648036629,52487.351807269,31276800,25.49,,31743141.1831871,125.377526994012,SEPA - Low Volume,1
Lothian,East Calder,November 2021,09/11/2021,15560051,Positive,171492,148417.704795567,194568.165831153,,171492.93531336,32633.3039531486,31708800,25.54,,31707347.8942111,74.1728641204735,SEPA - Low Volume,1
Lothian,East Calder,November 2021,11/11/2021,15560052,Positive,90425,97368.1013358321,83483.3947248175,,90425.7480303248,9817.97019943411,37584000,21.88,,34660438.2022307,46.3568714139611,SEPA - Low Volume,1
Lothian,East Calder,November 2021,15/11/2021,15560053,Positive,138592,164868,112317,,138592.5,37159.1684581343,26352000,25.74,,31565271.6819524,49.8163976375268,SEPA - Low Volume,1
Lothian,East Calder,November 2021,16/11/2021,15560054,Positive,130744,141448.484026277,120039.574912878,,130744.029469578,15138.3848118908,32745600,24.95,,32136887.9347823,58.3974423553667,SEPA - Low Volume,1
Lothian,East Calder,November 2021,18/11/2021,15560055,Positive,108733,84629.2707510381,132838.119937026,,108733.695344032,34088.8041726117,28857600,25.09,,32033524.1449897,42.7999602629812,SEPA - Low Volume,1
Lothian,East Calder,November 2021,22/11/2021,15560056,Positive,61825,56690.6239,66960.48817,,61825.556035,7261.89066718243,31536000,26.16,,31272498.602534,26.5946112574818,SEPA - Low Volume,1
Lothian,East Calder,November 2021,23/11/2021,15560057,Positive,75011,60441.22428,89581.12193,,75011.173105,20605.0192313969,26611200,29.1,,29412493.7696054,27.2276039683518,SEPA - Low Volume,1
Lothian,East Calder,November 2021,25/11/2021,15560058,Analysis Failed,,,,,,,,31.04,,28339667.5077928,,SEPA - Low Volume,1
Lothian,East Calder,November 2021,06/12/2021,15560060,Positive,318658,351008.157925251,286308.49288417,,318658.325404711,45749.5718910464,,31.32,,28193524.0146959,122.544448457715,SEPA - Low Volume,1
Lothian,East Calder,December 2021,06/12/2021,15560061,Analysis Failed,,,,,,,50284800,17.88,,38932681.7050162,,SEPA - Low Volume,1
Lothian,East Calder,December 2021,07/12/2021,15560063,Positive,359177,361990,356364,,359177,3978.18275095552,44841600,19.76,,36754986.4078825,219.689159674273,SEPA - Low Volume,1
Lothian,East Calder,December 2021,09/12/2021,15560064,Positive,53978,57813.0938493874,50143.6808975401,,53978.3873734637,5423.09390597121,52531200,14.73,,43528215.4751523,38.6773077461419,SEPA - Low Volume,1
Lothian,East Calder,December 2021,13/12/2021,15560065,Positive,58095,44530.8999075466,71660.5034790014,,58095.701693274,19183.5266562785,37843200,20.72,,35764694.6596239,29.9882320777885,SEPA - Low Volume,1
Lothian,East Calder,December 2021,16/12/2021,15560067,Positive,683154,771935.387572829,594373.04814237,,683154.217857599,125555.534294625,31968000,24.05,,32823880.9847753,297.888151302931,SEPA - Low Volume,1
Lothian,East Calder,December 2021,20/12/2021,15560068,Positive,272453,290436.733582832,254469.710755535,,272453.222169184,25432.5257402726,28684800,24.97,,32122065.7853183,106.601369297104,SEPA - Low Volume,1
Lothian,East Calder,December 2021,21/12/2021,15560069,Positive,332039,344619.170157539,319460.184330957,,332039.677244248,17790.0894857527,26092800,27.42,,30436905.543901,118.176106425855,SEPA - Low Volume,1
Lothian,East Calder,December 2021,30/12/2021,15560073,Positive,667415,652919.093471442,681912.580497519,,667415.836984481,20501.4912863836,30067200,23.14,,33560967.5251837,273.721242532426,SEPA - Low Volume,1
Lothian,East Calder,January 2022,05/01/2022,15705082,Analysis Failed,,,,,,,55641600,16.11,,41340806.7515493,,SEPA - Low Volume,1
Lothian,East Calder,January 2022,06/01/2022,15705083,Positive,164819,135748.183150248,193890.779032955,,164819.481091601,41113.0238244514,45100800,17.1,,39945430.0362622,101.393892663185,SEPA - Low Volume,1
Lothian,East Calder,January 2022,10/01/2022,15705084,Positive,177140,189806.708039419,164474.187704835,,177140.447872127,17912.7969131307,50716800,17.68,,39185638.4734509,122.543023292473,SEPA - Low Volume,1
Lothian,East Calder,January 2022,11/01/2022,15705085,Positive,206956,206801.711143038,207111.04069917,,206956.375921104,218.729026762278,50630400,16.2,,41208420.9465333,142.925321504179,SEPA - Low Volume,1
Lothian,East Calder,January 2022,13/01/2022,15705086,Positive,94085,119445.548690097,68725.7116013673,,94085.6301457319,35864.3407461174,39225600,21,,35489367.0146387,50.3398482376171,SEPA - Low Volume,1
Grampian,Ellon,April 2021,14/04/2021,14871575,Positive (DNQ),8241,8059.95681906582,8423.58811261165,,8241.77246583873,257.126153517892,,29.08,,5193942.6960148,4.09835269518037,SEPA,1
Grampian,Ellon,April 2021,28/04/2021,14878165,Positive (DNQ),2646,4131.07621675708,1162.5043901945,,2646.79030347579,2099.09726900174,,31.16,,4991411.44691192,1.26483670831446,SEPA,1
Grampian,Ellon,April 2021,30/04/2021,14880380,Weak Positive,320,0,641.334911786856,,320.667455893428,453.492265136162,,30.17,,5085063.69170198,0.15611435491375,SEPA,1
Grampian,Ellon,May 2021,06/05/2021,14894490,Weak Positive,767,0,1535.58112265202,,767.790561326008,1085.81982488929,,24.96,,5671488.05414248,0.416899473110943,SEPA,1
Grampian,Ellon,May 2021,07/05/2021,14900061,Negative,0,,,,,,,23.89,,5816374.23836813,0,SEPA,1
Grampian,Ellon,May 2021,12/05/2021,14917991,Weak Positive,697,1394.79500113382,0,,697.397500566911,986.269003666824,,32.43,,4877919.94599067,0.325691639856331,SEPA,1
Grampian,Ellon,May 2021,14/05/2021,14923995,Weak Positive,1161,2323.92912034881,0,,1161.9645601744,1643.26603999553,,29.89,,5112434.68482713,0.568737953085259,SEPA,1
Grampian,Ellon,May 2021,19/05/2021,14949952,Negative,0,,,,,,,31.47,,4963043.93399436,0,SEPA,1
Grampian,Ellon,May 2021,28/05/2021,14969638,Positive (DNQ),3901,5651.37275143011,2152.40386961588,,3901.888310523,2474.14462349155,,24.57,,5723144.52226583,2.13796751659768,SEPA,1
Grampian,Ellon,May 2021,31/05/2021,14974479,Analysis Failed,,,,,,,,24.34,,5754218.47742087,,SEPA,1
Grampian,Ellon,June 2021,03/06/2021,14986483,Negative,0,,,,,,,27.85,,5324799.10869637,0,SEPA,1
Grampian,Ellon,June 2021,07/06/2021,14990262,Weak Positive,302.893124881753,605.786249763506,0,,302.893124881753,428.355565157343,,29.01,,5201154.55895972,0.150827568918744,SEPA,1
Grampian,Ellon,June 2021,09/06/2021,15017647,Negative,0,,,,,,,32.76,,4849569.60312743,0,SEPA,1
Grampian,Ellon,June 2021,15/06/2021,15022933,Negative,0,,,,,,,32.54,,4868419.50569998,0,SEPA,1
Grampian,Ellon,June 2021,15/06/2021,15042134,Negative,0,,,,,,,29.28,,5173487.24487913,0,SEPA,1
Grampian,Ellon,June 2021,18/06/2021,15047081,Weak Positive,1167.8812309978,1103.22176152337,1232.54070047224,,1167.8812309978,91.4422986665967,,33.01,,4828389.9194131,0.539874194621498,SEPA,1
Grampian,Ellon,June 2021,22/06/2021,15065515,Positive (DNQ),1395.4425742231,927.555334363874,1863.32981408234,,1395.4425742231,661.692480270237,,34.4,,4715082.03412489,0.629930704774758,SEPA,1
Grampian,Ellon,June 2021,24/06/2021,15070108,Positive,16609,15263.3601831854,17956.6264733656,,16609.9933282755,1904.42685732752,,32.73,,4852128.28407251,7.71601899726004,SEPA,1
Grampian,Ellon,June 2021,01/07/2021,15087666,Positive (DNQ),2346.45385709418,1859.97652253315,2832.93119165521,,2346.45385709418,687.98284432332,,34.2,,4730937.45020859,1.06279812615733,SEPA,1
Grampian,Ellon,July 2021,02/07/2021,15092661,Positive,20123,20971.1764485723,19275.3467389066,,20123.2615937395,1199.13268744225,,33.58,,4781032.03428661,9.21110180124441,SEPA,1
Grampian,Ellon,July 2021,07/07/2021,15118157,Positive,23231,25218.7866680997,21245.0617541961,,23231.9242111479,2809.8478331912,,28.33,,5272668.74209423,11.72754816724,SEPA - Low Volume,1
Grampian,Ellon,July 2021,12/07/2021,15123043,Positive,21599,22364.7166233443,20834.8377048427,,21599.7771640935,1081.78775766678,,29.44,,5157280.73993404,10.6650181670892,SEPA - Low Volume,1
Grampian,Ellon,July 2021,14/07/2021,15147827,Positive,39419,44449.8118022262,34388.7243055272,,39419.2680538767,7114.26319502705,,30.96,,5009950.21141377,18.9074744203251,SEPA - Low Volume,1
Grampian,Ellon,July 2021,21/07/2021,15168184,Positive,20772,12390.7970881259,29153.5081412728,,20772.1526146993,11853.0266567509,,30.52,,5051407.65083719,10.0458219858545,SEPA - Low Volume,1
Grampian,Ellon,July 2021,28/07/2021,15191748,Positive,60113,63607.83168051,56619.7351627246,,60113.7834216173,4941.33043531216,,31.71,,4941382.63699423,28.4389857006809,SEPA - Low Volume,1
Grampian,Ellon,July 2021,02/08/2021,,Positive,67373,76109.3557147749,58637.4298654019,,67373.3927900884,12354.5172484802,,,,,36.9317730886487,SEPA - Low Volume,1
Grampian,Ellon,August 2021,06/08/2021,15220188,Positive,51534,45106.3145685657,57963.0628395612,,51534.6887040635,9091.0938864293,,32.8,,4846163.76619794,23.9105352896049,SEPA - Low Volume,1
Grampian,Ellon,August 2021,20/08/2021,15267330,Positive,68891,66866.5458628242,70916.8593974119,,68891.7026301181,2864.0041662386,,32.34,,4885730.88312942,32.2246356277009,SEPA - Low Volume,1
Grampian,Ellon,August 2021,01/09/2021,15309742,Positive,287411,300451.239591786,274371.300191479,,287411.269891633,18441.3020028916,,34.18,,4732531.02830274,130.223336777984,SEPA - Low Volume,1
Grampian,Ellon,September 2021,03/09/2021,,Positive,240151,238353.404405082,241949.697283336,,240151.550844209,2542.96308134602,,30.73,,5031504.4729162,115.684404236515,SEPA - Low Volume,1
Grampian,Ellon,September 2021,08/09/2021,15326371,Analysis Failed,,,,,,,,36.76,,4538353.10659939,,SEPA - Low Volume,1
Grampian,Ellon,September 2021,13/09/2021,15339941,Positive,459370,493666.038507625,425074.178520281,,459370.108513953,48501.7693312495,,31.81,,4932433.17607617,216.927942875245,SEPA - Low Volume,1
Grampian,Ellon,September 2021,21/09/2021,15384717,Positive,152005,162093.932937974,141917.902044641,,152005.917491308,14266.6082621047,,31.47,,4963043.93399436,72.227098778026,SEPA - Low Volume,1
Grampian,Ellon,September 2021,23/09/2021,15389227,Positive,76734,94786.0937894136,58682.7733654328,,76734.4335774232,25528.9026951476,,32.87,,4840219.27242724,35.5587826003094,SEPA - Low Volume,1
Grampian,Ellon,October 2021,04/10/2021,15415058,Positive,46333,40032.900036843,52634.6555163679,,46333.7777766054,8910.78675442675,,24.84,,5687246.17791033,25.228492155878,SEPA - Low Volume,1
Grampian,Ellon,October 2021,05/10/2021,15439159,Positive,211943,220430.721629433,203455.83996503,,211943.280797232,12003.053934739,,22.77,,5979408.1377543,121.330337763649,SEPA - Low Volume,1
Grampian,Ellon,October 2021,19/10/2021,15487390,Positive,111435,100304.199089916,122566.523391588,,111435.361240752,15741.8404786863,,19.56,,6526093.7946399,69.6254303012666,SEPA - Low Volume,1
Grampian,Ellon,October 2021,22/10/2021,15491703,Positive,25640,19573.2703180129,31706.7694948625,,25640.0199064377,8579.67954747173,,15.16,,7557351.53676979,18.5515216699593,SEPA - Low Volume,1
Grampian,Ellon,November 2021,03/11/2021,15529232,Positive,107702,95571.5209305071,119832.669818457,,107702.095374482,17155.2228980459,,9.58,,9843122.00116142,101.495918099737,SEPA - Low Volume,1
Grampian,Ellon,November 2021,05/11/2021,15538433,Positive,49111,52742.8508693107,45479.4553516461,,49111.1531104784,5135.99622498063,,12.45,,8464710.16943224,39.8000648316717,SEPA - Low Volume,1
Grampian,Ellon,November 2021,09/11/2021,15562314,Positive,354694,308854.477214024,400534.563460115,,354694.520337069,64827.6106843778,,14.8,,7662647.42014315,260.210536256559,SEPA - Low Volume,1
Grampian,Ellon,November 2021,12/11/2021,15566691,Positive,141749,139073.899003341,144424.336666563,,141749.117834952,3783.33075398047,,17.75,,6901322.31011669,93.6578601583259,SEPA - Low Volume,1
Grampian,Ellon,November 2021,17/11/2021,15584751,Positive,119483,89483,149483,,119483,42426.4068711928,,20.7,,6316687.42476347,72.258187034276,SEPA - Low Volume,1
Grampian,Ellon,November 2021,24/11/2021,15608777,Positive,311525,300689.3135,322361.6901,,311525.5018,15324.6844582887,,20.33,,6382621.55341053,190.363751290159,SEPA - Low Volume,1
Grampian,Ellon,November 2021,26/11/2021,15613988,Positive,205186,191071.288561411,219301.73260703,,205186.510584221,19961.9384205647,,24.78,,5695170.30090788,111.878613808155,SEPA - Low Volume,1
Grampian,Ellon,December 2021,07/12/2021,15656268,Positive,120761,124629,116893,,120761,5470.17805925913,,12.75,,8349462.53014685,96.5332163334672,SEPA - Low Volume,1
Grampian,Ellon,December 2021,10/12/2021,15662739,Positive,71396,68472.5650985003,74320.6408904123,,71396.6029944563,4135.21404935387,,9.49,,9896758.52152922,67.6491085776567,SEPA - Low Volume,1
Grampian,Ellon,December 2021,16/12/2021,15683639,Positive,47387,41973.6421286404,52802.2628540746,,47387.9524913575,7656.99114585168,,16.8,,7123379.31505964,32.3180814322609,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,03/11/2021,15541222,Positive,20302,13288.3546759956,27317.0946603938,,20302.7246681947,9919.81717447087,,5.65,,72022724.6081028,21.0533085821254,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,05/11/2021,15529235,Positive,28474,23276.9143165386,33672.1695237228,,28474.5419201307,7350.55544916473,,10.58,,50190103.8799424,20.5764914967264,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,08/11/2021,15538436,Positive,73330,61189.5832591624,85471.9525235816,,73330.767891372,17170.2279701467,,23.37,,31802837.3117174,33.5775175465066,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,09/11/2021,15553412,Positive,129009,141218.423185841,116800.695333859,,129009.55925985,17265.9409453043,,15.69,,40002625.3545997,74.3030892841956,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,10/11/2021,15564604,Positive,78231,44383.4755369421,112079.814827324,,78231.6451821332,47868.5405737347,,12.18,,46281268.2795863,52.1295768285612,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,12/11/2021,15566694,Positive,22080,17734.1558463397,26426.4323265629,,22080.2940864513,6146.36764311417,,12.51,,45574400.4657213,14.4884625310896,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,16/11/2021,15576223,Positive,70533,58748.0940223373,82319.6966717259,,70533.8953470316,16667.6400768174,,14.3,,42197143.0875219,42.852622193924,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,22/11/2021,15580283,Positive,120013,114313.1578,125714.6898,,120013.9238,8062.10059311541,,15.06,,40957684.6257103,70.7723337656673,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,23/11/2021,15604224,Positive,126783,120795.5511,132771.2528,,126783.40195,8468.09988153726,,16.37,,39037335.4585212,71.2588898206707,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,25/11/2021,15608780,Positive,54287,52966.698170923,55607.7931235885,,54287.2456472557,1867.5361507874,,19.99,,34795821.1456097,27.1970238288055,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,25/11/2021,15613991,Positive,93159,89503.3667666312,96815.4731037564,,93159.4199351938,5170.43997573833,,24.94,,30634333.3592035,41.0895792361206,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,November 2021,06/12/2021,15622786,Positive,161510,152286.890719821,170734.617153002,,161510.753936412,13044.5124583764,,22.54,,32471896.945903,75.5101944781262,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,06/12/2021,15633248,Positive,163511,175373.381862307,151650.172853635,,163511.777357971,16774.8419615379,,18.18,,36750075.2901345,86.5174591999014,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,07/12/2021,15645537,Positive,158026,182598,133454,,158026,34750.0556546317,,15.36,,40495197.1082999,92.1358292165605,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,10/12/2021,15660316,Positive,90777,92846.4805809328,88707.958142452,,90777.2193616924,2926.37728034242,,11.12,,48772074.20529,63.7447740099107,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,10/12/2021,15662742,Positive,115853,131466.031767447,100240.821024429,,115853.426395938,22079.5582603671,,14.12,,42506011.861666,70.9015494435303,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,15/12/2021,15670384,Positive,220146,217727.032281241,222566.463200189,,220146.747740715,3421.99441987152,,14.67,,41581084.1160665,131.796709174072,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,16/12/2021,15678723,Positive,257828,266131.323910627,249526.582048627,,257828.952979627,11741.3255704718,,12.95,,44676359.4828157,165.84636078606,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,17/12/2021,15683642,Positive,112793,101666.288154501,123921.576084255,,112793.932119378,15736.8650123876,,13.13,,44322706.6982852,71.9794452620184,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,21/12/2021,15690318,Positive,458950,473607.79465389,444292.355882618,,458950.075268254,20729.1455486257,,19.07,,35752615.9090621,236.248877150688,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,December 2021,30/12/2021,15697614,Positive,255703,93015.7862742877,418391.686001706,,255703.736137997,230075.505131931,,13.25,,44091153.4309763,162.324852968603,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,January 2022,05/01/2022,15757650,Positive,158869,149411.173377083,168327.755648757,,158869.46451292,13376.0436011734,,6.63,,65686499.2881139,150.249499210006,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,January 2022,06/01/2022,15760393,Positive,134157,157335.699956044,110978.832879747,,134157.266417895,32779.2550642138,,8.91,,55407997.9693176,107.02448413004,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,January 2022,07/01/2022,15762868,Positive,107152,118204.289409861,96101.4800177647,,107152.884713813,15629.0464044252,,13.39,,43825149.5280999,67.6119961838615,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,January 2022,11/01/2022,15768182,Positive,86610,71045.2729350586,102174.923443426,,86610.0981892425,22011.9869704341,,6.38,,67156300.4176911,83.743629302462,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,January 2022,12/01/2022,15770045,Positive,36648,39826.9449047048,33470.8992141215,,36648.9220594132,4494.40300934299,,8.78,,55878852.4431487,29.485274032948,SEPA - Low Volume,1
Greater Glasgow and Clyde,Erskine,January 2022,14/01/2022,,Positive,102348,89156.9653217809,115540.995544237,,102348.980433009,18656.3266853298,,,,,66.4747371015843,SEPA - Low Volume,1
Borders,Eyemouth,March 2021,26/03/2021,14804260,Negative,0,,,,,,,18.69,,3604183.6190052,0,SEPA,1
Borders,Eyemouth,March 2021,26/03/2021,14804263,Positive (DNQ),2712,2445.05074515755,2978.98404961858,,2712.01739738807,377.547860285739,,18.82,,3589829.03036172,1.87044741287026,SEPA,1
Borders,Eyemouth,March 2021,01/04/2021,14804266,Weak Positive,883,828.53212546711,939.021772276944,,883.776948872027,78.1279785101397,,15.97,,3945772.90173273,0.669967941601398,SEPA,1
Borders,Eyemouth,April 2021,06/04/2021,14804269,Positive (DNQ),4239,4738.49582076391,3740.55388137844,,4239.52485107117,705.651512569919,,19.07,,3562658.45549968,2.90182114466277,SEPA,1
Borders,Eyemouth,April 2021,08/04/2021,14810745,Negative,0,,,,,,,20.77,,3391740.52417732,0,SEPA,1
Borders,Eyemouth,April 2021,12/04/2021,14820447,Weak Positive,377,0,755.935047561537,,377.967523780769,534.526798267338,,21.16,,3355607.58101283,0.243671601954927,SEPA,1
Borders,Eyemouth,April 2021,15/04/2021,14837701,Weak Positive,365,0,731.440873295308,,365.720436647654,517.206801544123,,22.47,,3241542.72888684,0.227761464403559,SEPA,1
Borders,Eyemouth,April 2021,16/04/2021,14834327,Negative,0,,,,,,,16.9,,3819262.48606877,0,SEPA,1
Borders,Eyemouth,April 2021,29/04/2021,14869777,Weak Positive,696,0,1392.60317529401,,696.301587647007,984.719148752315,,21.44,,3330306.70712784,0.445513515374561,SEPA,1
Borders,Eyemouth,April 2021,30/04/2021,14872826,Negative,0,,,,,,,21.4,,3333889.15987103,0,SEPA,1
Borders,Eyemouth,May 2021,07/05/2021,14897512,Positive (DNQ),8410,7655.50048844196,9166.49665721913,,8410.99857283055,1068.43563728923,,15.26,,4050447.97681021,6.54530492839098,SEPA,1
Borders,Eyemouth,May 2021,10/05/2021,14890655,Negative,0,,,,,,,19.99,,3467316.25836194,0,SEPA,1
Borders,Eyemouth,May 2021,13/05/2021,14914150,Negative,0,,,,,,,15.37,,4033733.02729964,0,SEPA,1
Borders,Eyemouth,May 2021,14/05/2021,14921240,Positive,17057,16973.6383675304,17142.0475328181,,17057.8429501743,119.083262788896,,12.38,,4568769.45884626,14.9727861488093,SEPA,1
Borders,Eyemouth,May 2021,20/05/2021,14936614,Negative,0,,,,,,,20.67,,3401178.07560117,0,SEPA,1
Borders,Eyemouth,May 2021,21/05/2021,14941167,Positive (DNQ),1587,1936.77263480549,1237.28977154877,,1587.03120317713,494.609075932606,,21.56,,3319622.2452627,1.01216985321668,SEPA,1
Borders,Eyemouth,May 2021,28/05/2021,14965174,Negative,0,,,,,,,16.92,,3816662.68454567,0,SEPA,1
Borders,Eyemouth,May 2021,28/05/2021,14972254,Negative,0,,,,,,,13.46,,4353976.01460639,0,SEPA,1
Borders,Eyemouth,June 2021,04/06/2021,14981481,Negative,0,,,,,,,23.46,,3162067.69406187,0,SEPA,1
Borders,Eyemouth,June 2021,10/06/2021,15013757,Negative,0,,,,,,,26.82,,2927543.03153383,0,SEPA,1
Borders,Eyemouth,August 2021,05/08/2021,15220191,Positive,77373,81393.4754071426,73353.855797011,,77373.6656020768,5684.86954448445,,36.91,,2435888.58148512,36.2101111523049,SEPA - Low Volume,1
Borders,Eyemouth,August 2021,12/08/2021,15242345,Weak Positive,4591,4461,4721,,4591,183.847763108502,,15.06,,4081330.49119044,3.59988247551495,SEPA - Low Volume,1
Borders,Eyemouth,August 2021,01/09/2021,15309745,Positive,313156,306026.477353001,320285.93419041,,313156.205771705,10082.9586257684,,39.24,,2351535.55709737,141.478953467409,SEPA - Low Volume,1
Borders,Eyemouth,September 2021,03/09/2021,,Positive,128219,140203.771091406,116235.336926101,,128219.554008754,16948.2423327108,,41.2,,2286463.54381872,56.324560200905,SEPA - Low Volume,1
Borders,Eyemouth,September 2021,09/09/2021,15326374,Positive,16306,14339.4187543353,18273.8151857446,,16306.6169700399,2782.03839652572,,41.92,,2263770.63979682,7.09211157179425,SEPA - Low Volume,1
Borders,Eyemouth,September 2021,10/09/2021,15331199,Positive,17780,16520,19040,,17780,1781.9090885901,,40.37,,2313411.49726489,7.90248922600763,SEPA - Low Volume,1
Borders,Eyemouth,September 2021,16/09/2021,15355729,Positive,33284,49348.5378542915,17221.000129619,,33284.7689919552,22717.5997879425,,35.89,,2475508.6256302,15.830304081017,SEPA - Low Volume,1
Borders,Eyemouth,September 2021,17/09/2021,15360437,Positive,90102,91027.8227315301,89177.3317341462,,90102.5772328382,1308.49473277482,,38.42,,2380301.53513891,41.2048612694134,SEPA - Low Volume,1
Borders,Eyemouth,October 2021,08/10/2021,15443591,Positive,100818,103218.680446522,98417.5650118677,,100818.122729195,3394.90128110325,,14.25,,4213327.38621016,81.6099438081101,SEPA - Low Volume,1
Borders,Eyemouth,October 2021,21/10/2021,15487393,Positive,38679,39687.3442755749,37670.8623249239,,38679.1033002494,1425.8680614456,,18.35,,3642481.64579752,27.0678047736916,SEPA - Low Volume,1
Borders,Eyemouth,October 2021,22/10/2021,15491706,Positive,33882,36281.5285026859,31482.6499552034,,33882.0892289446,3393.31956301555,,28.96,,2800969.82528255,18.2329893463602,SEPA - Low Volume,1
Borders,Eyemouth,October 2021,28/10/2021,15514349,Positive,351937,354132.635715397,349741.623959656,,351937.129837527,3104.91418875457,,30.88,,2699340.59930765,182.516461666521,SEPA - Low Volume,1
Borders,Eyemouth,October 2021,29/10/2021,15518720,Positive,131356,168802.363641521,93911.5209750292,,131356.942308275,52955.8226982512,,23.41,,3165954.25285206,79.8981883078821,SEPA - Low Volume,1
