HBNAME,Site,Date,Date Analysed,SW Sample Number,N1 Description,N1 Reported Value,N1 Sample 1,N1 Sample 2,N1 Sample 3,Calculated Mean,Standard Deviation,Flow (l/day),Ammonia (mg/l),pH Value,Modelled Flow (l/day),Million Gene Copies Per Person per Day,Analysis Lab,(Row Count)
Highland,Helensburgh,19/11/2021,22/11/2021,15589672,Positive,28066,27607.97,28525.17,,28066.57,648.56,,6.31,,21124311,46.27,SEPA - Low Volume,1
Highland,Helensburgh,22/11/2021,23/11/2021,15611609,Positive,40481,49652.03,31311.18,,40481.6,12968.94,,9.98,,21262376,67.17,SEPA - Low Volume,1
Highland,Helensburgh,06/12/2021,07/12/2021,15656292,Positive,106599,89564,123634,,106599,24091.13,,10.86,,21287924,177.09,SEPA - Low Volume,1
Highland,Helensburgh,16/12/2021,17/12/2021,15670396,Positive,24719,22698.22,26740.91,,24719.56,2858.61,,8.68,,21220251,40.94,SEPA - Low Volume,1
Highland,Helensburgh,17/12/2021,20/12/2021,15681605,Positive,73199,65882.42,80515.95,,73199.19,10347.47,,7.64,,21181802,121,SEPA - Low Volume,1
Highland,Helensburgh,20/12/2021,21/12/2021,15690336,Positive,172661,133672.48,211650.9,,172661.69,55139.06,,10.24,,21270149,286.6,SEPA - Low Volume,1
Highland,Helensburgh,29/12/2021,30/12/2021,15697649,Positive,105312,110461.21,100163.62,,105312.41,7281.5,,8.89,,21227461,174.46,SEPA - Low Volume,1
Highland,Helensburgh,04/01/2022,05/01/2022,15757674,Positive,133670,134038.31,133303.12,,133670.72,519.86,,9.05,,21232842,221.49,SEPA - Low Volume,1
Highland,Helensburgh,18/01/2022,19/01/2022,15776946,Positive,50961,54794.47,47128.97,,50961.72,5420.33,,11.58,,21307351,84.74,SEPA - Low Volume,1
Highland,Helensburgh,20/01/2022,21/01/2022,15778826,Positive,48277,63922.51,32632.29,,48277.4,22125.53,,9.88,,21259334,80.1,SEPA - Low Volume,1
Highland,Helensburgh,31/01/2022,01/02/2022,,Positive,77317,81459.06,73176.76,,77317.91,5856.46,,9.08,,21233841,128.12,SEPA - Low Volume,1
Highland,Helensburgh,01/02/2022,02/02/2022,15826625,Positive,55980,53733.07,58227.2,,55980.14,3177.83,,7.95,,21193777,92.59,SEPA - Low Volume,1
Highland,Helensburgh,08/02/2022,09/02/2022,,Positive,123679,142863.29,104495.98,,123679.64,27129.79,,,,,244.74,SEPA - Low Volume,1
Highland,Helensburgh,09/02/2022,10/02/2022,,Positive,120720,136892.12,104547.92,,120720.02,22870.8,,,,,238.88,SEPA - Low Volume,1
Grampian,Huntly,02/06/2021,03/06/2021,15051835,Weak Positive,602,0,1205.14,,602.57,852.16,,12.79,,4473131,0.52,SEPA,1
Grampian,Huntly,04/06/2021,07/06/2021,15051838,Negative,0,,,,,,,13.73,,4294167,0,SEPA,1
Grampian,Huntly,07/06/2021,09/06/2021,15051841,Negative,0,,,,,,,15.19,,4051460,0,SEPA,1
Grampian,Huntly,11/06/2021,15/06/2021,15051844,Negative,0,,,,,,,16.69,,3837646,0,SEPA,1
Grampian,Huntly,14/06/2021,15/06/2021,15051847,Negative,0,,,,,,,17.39,,3747934,0,SEPA,1
Grampian,Huntly,17/06/2021,18/06/2021,15051850,Positive (DNQ),1672,2249.04,1095.13,,1672.09,815.94,,17.3,,3759147,1.21,SEPA,1
Grampian,Huntly,21/06/2021,22/06/2021,15061242,Positive,23970,26099.9,21841.7,,23970.8,3011,,26.5,,2940786,13.58,SEPA,1
Grampian,Huntly,23/06/2021,24/06/2021,15070126,Positive (DNQ),4303,5042.74,3562.87,,4302.8,1046.43,,19.82,,3476065,2.88,SEPA,1
Grampian,Huntly,29/06/2021,01/07/2021,15080437,Positive,16611,16669.12,16554.64,,16611.88,80.95,,19.74,,3484168,11.15,SEPA,1
Grampian,Huntly,01/07/2021,02/07/2021,15083995,Positive,19469,18133.59,20805.31,,19469.45,1889.2,,21.64,,3304620,12.39,SEPA,1
Grampian,Huntly,06/07/2021,07/07/2021,15111578,Weak Positive,4618,9235.91,0,,4617.96,6530.78,,21.16,,3347573,2.98,SEPA - Low Volume,1
Grampian,Huntly,09/07/2021,12/07/2021,15118175,Weak Positive,3006,3913.35,2098.08,,3005.72,1283.6,,15.56,,3995711,2.31,SEPA - Low Volume,1
Grampian,Huntly,13/07/2021,14/07/2021,15150286,Positive,10079,6502.22,13656.39,,10079.3,5058.76,,18.98,,3563822,6.92,SEPA - Low Volume,1
Grampian,Huntly,20/07/2021,21/07/2021,15161141,Positive,28940,26304.37,31577.47,,28940.92,3728.65,,20.79,,3381745,18.85,SEPA - Low Volume,1
Grampian,Huntly,27/07/2021,28/07/2021,15194123,Positive,10738,7843.78,13633.64,,10738.71,4094.05,,21.88,,3283702,6.79,SEPA - Low Volume,1
Grampian,Huntly,29/07/2021,30/07/2021,15196185,Positive,15361,12952.87,17770.07,,15361.47,3406.28,,11.39,,4781872,14.15,SEPA - Low Volume,1
Grampian,Huntly,03/08/2021,04/08/2021,15205503,Positive,105582,103183.92,107981.85,,105582.89,3392.65,,18.93,,3569238,72.6,SEPA - Low Volume,1
Grampian,Huntly,04/08/2021,05/08/2021,15220206,Positive,90542,76169.44,104915.86,,90542.65,20326.79,,19.99,,3459015,60.33,SEPA - Low Volume,1
Grampian,Huntly,10/08/2021,11/08/2021,15232929,Weak Positive,1894,0,3787,,1893.5,2677.81,,18.01,,3673099,1.34,SEPA - Low Volume,1
Grampian,Huntly,12/08/2021,13/08/2021,15242360,Positive,23031,24516.2,21547.3,,23031.75,2099.33,,15.11,,4063796,18.03,SEPA - Low Volume,1
Grampian,Huntly,17/08/2021,18/08/2021,15265262,Weak Positive,2789,0,5577.25,,2788.62,3943.71,,18.88,,3574677,1.92,SEPA - Low Volume,1
Grampian,Huntly,19/08/2021,20/08/2021,15267351,Positive,21332,26173.63,16492.11,,21332.87,6845.87,,20.43,,3415926,14.04,SEPA - Low Volume,1
Grampian,Huntly,24/08/2021,25/08/2021,15286129,Positive,34190,24242.52,44137.64,,34190.08,14067.98,,20,,3458019,22.78,SEPA - Low Volume,1
Grampian,Huntly,27/08/2021,30/08/2021,15290233,Positive,550601,597040.95,504162.94,,550601.94,65674.67,,22.83,,3204324,339.88,SEPA - Low Volume,1
Grampian,Huntly,01/09/2021,02/09/2021,15298115,Positive,214353,203988.39,224718.55,,214353.47,14658.43,,20.68,,3392090,140.07,SEPA - Low Volume,1
Grampian,Huntly,03/09/2021,06/09/2021,15316447,Positive,292831,308512.56,277150.18,,292831.37,22176.55,,24.68,,3063755,172.83,SEPA - Low Volume,1
Grampian,Huntly,06/09/2021,07/09/2021,15337560,Positive,34182,49108.59,19256.96,,34182.77,21108.28,,24.53,,3074528,20.25,SEPA - Low Volume,1
Grampian,Huntly,09/09/2021,10/09/2021,15335046,Positive,36493,30240,42746.67,,36493.33,8843.55,,23.41,,3158374,22.2,SEPA - Low Volume,1
Grampian,Huntly,30/09/2021,01/10/2021,,Positive,269050,311445.93,226655.45,,269050.69,59955.92,,,,,206.7,SEPA - Low Volume,1
Grampian,Huntly,04/10/2021,05/10/2021,15428520,Positive,391355,413437.23,369273.44,,391355.33,31228.52,,23.41,,3158374,238.11,SEPA - Low Volume,1
Grampian,Huntly,06/10/2021,07/10/2021,15434365,Positive,78365,81113.08,75618.29,,78365.68,3885.4,,24.09,,3106734,46.9,SEPA - Low Volume,1
Grampian,Huntly,20/10/2021,22/10/2021,15489490,Positive,186798,189448.91,184148.95,,186798.93,3747.64,,16.9,,3810118,137.11,SEPA - Low Volume,1
Grampian,Huntly,25/10/2021,27/10/2021,15505652,Positive,107334,84505.87,130163.11,,107334.49,32284.55,,,,,82.46,SEPA - Low Volume,1
Grampian,Huntly,27/10/2021,29/10/2021,15516585,Positive,332853,315409.81,350298.11,,332853.96,24669.75,,13.84,,4274484,274.09,SEPA - Low Volume,1
Grampian,Huntly,01/11/2021,03/11/2021,15533807,Positive,40092,44390.52,35794.3,,40092.41,6078.44,,7.85,,5924719,45.76,SEPA - Low Volume,1
Grampian,Huntly,03/11/2021,05/11/2021,15543587,Positive,42686,45448.52,39924.78,,42686.65,3905.87,,8.26,,5753579,47.31,SEPA - Low Volume,1
Grampian,Huntly,08/11/2021,09/11/2021,15557770,Positive,50930,48595.28,53266.69,,50930.98,3303.19,,12.85,,4461094,43.77,SEPA - Low Volume,1
Grampian,Huntly,10/11/2021,12/11/2021,15566715,Positive,34189,23313.56,45064.75,,34189.16,15380.41,,14.25,,4203239,27.68,SEPA - Low Volume,1
Grampian,Huntly,15/11/2021,17/11/2021,15580298,Positive,91790,89896,93684,,91790,2678.52,,14.84,,4106201,72.61,SEPA - Low Volume,1
Grampian,Huntly,22/11/2021,23/11/2021,15604245,Positive,161364,158639.22,164090.41,,161364.82,3854.57,,10.68,,4962393,154.26,SEPA - Low Volume,1
Grampian,Huntly,24/11/2021,26/11/2021,15614018,Positive,188764,191031.69,186496.36,,188764.02,3206.96,,17.7,,3710000,134.91,SEPA - Low Volume,1
Grampian,Huntly,30/11/2021,06/12/2021,15626741,Positive (DNQ),6948,3948.02,9947.17,,6947.6,4242.04,,7.18,,6236985,8.35,SEPA - Low Volume,1
Grampian,Huntly,06/12/2021,13/12/2021,15660337,Positive,19032,16878.28,21186.53,,19032.41,3046.39,,5.99,,6922830,25.38,SEPA - Low Volume,1
Grampian,Huntly,08/12/2021,10/12/2021,15662757,Weak Positive,4219,0,8438.39,,4219.2,5966.84,,6.63,,6529823,5.31,SEPA - Low Volume,1
Grampian,Huntly,15/12/2021,16/12/2021,15683663,Positive,180475,204295.55,156655.94,,180475.74,33686.29,,11.76,,4694666,163.22,SEPA - Low Volume,1
Grampian,Huntly,29/12/2021,30/12/2021,15697652,Positive,791460,834247.81,748673.26,,791460.53,60510.34,,16.11,,3916595,597.15,SEPA - Low Volume,1
Grampian,Huntly,04/01/2022,06/01/2022,15760423,Positive,28140,20231.77,36049.52,,28140.64,11184.83,,16.22,,3901280,21.15,SEPA - Low Volume,1
Grampian,Huntly,28/01/2022,31/01/2022,15807326,Positive,26139,30420.43,21858.95,,26139.69,6053.88,,22.7,,3214877,16.19,SEPA - Low Volume,1
Grampian,Huntly,02/02/2022,03/02/2022,15818444,Positive,22097,21931.36,22264.08,,22097.72,235.27,,17.64,,3717260,15.82,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,15/12/2020,(Empty),14542294,Positive,18141,20799.03,15761.4,17863.13,18141.19,2530.3,77068800,3.63,7.2,99648673,18.61,SEPA,1
Greater Glasgow and Clyde,Inverclyde,21/12/2020,(Empty),14542295,Positive,31766,31766,,,31766,,67824000,6.92,7.3,68730749,28.68,SEPA,1
Greater Glasgow and Clyde,Inverclyde,29/12/2020,05/01/2021,14542296,Positive,97610,97145.03,95290.3,100397.2,97610.84,2585.12,71020800,6.53,7.3,71064957,92.27,SEPA,1
Greater Glasgow and Clyde,Inverclyde,05/01/2021,06/01/2021,14542298,Positive,233525,242372.31,233308.32,224896.97,233525.87,8739.7,37929600,16.22,7.2,42088281,117.89,SEPA,1
Greater Glasgow and Clyde,Inverclyde,11/01/2021,13/01/2021,14542299,Positive,62520,56163.65,68877.92,,62520.79,8990.35,61603200,11.75,7,50672399,51.26,SEPA,1
Greater Glasgow and Clyde,Inverclyde,17/01/2021,19/01/2021,14542297,Positive,30566,28720.04,32413.64,,30566.84,2611.77,83462400,3.48,7.2,102099407,33.96,SEPA,1
Greater Glasgow and Clyde,Inverclyde,23/01/2021,26/01/2021,14542300,Positive,68325,66836.56,69815.21,,68325.88,2106.22,48729600,14.21,7.2,45419361,44.31,SEPA,1
Greater Glasgow and Clyde,Inverclyde,29/01/2021,02/02/2021,,Positive,21154,23271.43,19038.48,,21154.95,2993.15,,,,,14.24,SEPA,1
Greater Glasgow and Clyde,Inverclyde,04/02/2021,08/02/2021,14542302,Positive,15852,14178.05,17526.25,,15852.15,2367.54,73526400,7.41,7.1,66076159,15.51,SEPA,1
Greater Glasgow and Clyde,Inverclyde,10/02/2021,11/02/2021,14542303,Positive,17942,18176.97,17707.76,,17942.37,331.78,46483200,9.87,7.1,56023015,11.1,SEPA,1
Greater Glasgow and Clyde,Inverclyde,16/02/2021,17/02/2021,14542304,Positive (DNQ),8979,8832.93,9126.63,,8979.78,207.68,57715200,10.22,7.1,54910255,6.9,SEPA,1
Greater Glasgow and Clyde,Inverclyde,22/02/2021,23/02/2021,14542305,Positive,12723,12311,13136,,12723.5,583.36,73612800,4.48,7.3,88280722,12.47,SEPA,1
Greater Glasgow and Clyde,Inverclyde,28/02/2021,02/03/2021,14542306,Positive,13813,12313.8,15312.49,,13813.14,2120.39,39139200,12.32,,49309089,7.2,SEPA,1
Greater Glasgow and Clyde,Inverclyde,05/03/2021,09/03/2021,14751301,Positive,16407,18004.17,14810,,16407.08,2258.62,39312000,16.29,,41984060,8.58,SEPA,1
Greater Glasgow and Clyde,Inverclyde,08/03/2021,09/03/2021,14751302,Positive (DNQ),3255,1127.46,5383.88,,3255.67,3009.74,27561600,17.53,,40247699,1.19,SEPA,1
Greater Glasgow and Clyde,Inverclyde,12/03/2021,15/03/2021,14751303,Positive (DNQ),1774,1920.5,1627.55,,1774.03,207.15,80956800,3.92,,95335320,1.91,SEPA,1
Greater Glasgow and Clyde,Inverclyde,16/03/2021,17/03/2021,14751304,Positive,13135,13255.92,13014.9,,13135.41,170.43,46915200,9.21,,58300412,8.2,SEPA,1
Greater Glasgow and Clyde,Inverclyde,18/03/2021,19/03/2021,14751305,Positive (DNQ),8013,7748.52,8277.4,,8012.96,373.97,45187200,12.91,,47998827,4.82,SEPA,1
Greater Glasgow and Clyde,Inverclyde,24/03/2021,25/03/2021,14751306,Positive (DNQ),5783,4545.32,7020.77,,5783.05,1750.41,35078400,17.73,,39985683,2.7,SEPA,1
Greater Glasgow and Clyde,Inverclyde,26/03/2021,29/03/2021,14751308,Positive (DNQ),4333,4840.18,3826.06,,4333.12,717.09,51926400,7.87,,63824230,2.99,SEPA,1
Greater Glasgow and Clyde,Inverclyde,30/03/2021,01/04/2021,14751309,Weak Positive,3124,,806.54,,806.54,,82080000,1.7,,154223878,0.88,SEPA,1
Greater Glasgow and Clyde,Inverclyde,02/04/2021,07/04/2021,14751310,Positive (DNQ),4314,5018.52,3609.54,,4314.03,996.3,50716800,10.48,,54121769,2.91,SEPA,1
Greater Glasgow and Clyde,Inverclyde,06/04/2021,08/04/2021,,Positive (DNQ),8277,6784.46,9770.57,,8277.51,2111.5,,,,,5.57,SEPA,1
Greater Glasgow and Clyde,Inverclyde,09/04/2021,13/04/2021,14751312,Positive (DNQ),6100,3676.97,8524.44,,6100.71,3427.67,49075200,12.13,,49752296,3.98,SEPA,1
Greater Glasgow and Clyde,Inverclyde,12/04/2021,13/04/2021,,Positive (DNQ),2835,3185.34,2486.46,,2835.9,494.18,,,,,1.91,SEPA,1
Greater Glasgow and Clyde,Inverclyde,14/04/2021,15/04/2021,14848207,Positive (DNQ),4402,5676.04,3128.14,,4402.09,1801.63,26870400,21.48,,35803967,1.57,SEPA,1
Greater Glasgow and Clyde,Inverclyde,23/04/2021,26/04/2021,14848210,Positive (DNQ),3519,2170.17,4867.89,,3519.03,1907.57,35078400,22.72,,34665556,1.64,SEPA,1
Greater Glasgow and Clyde,Inverclyde,27/04/2021,28/04/2021,,Positive (DNQ),2410,4821.59,0,,2410.79,3409.38,,,,,1.62,SEPA,1
Greater Glasgow and Clyde,Inverclyde,29/04/2021,30/04/2021,14848212,Positive,12892,16350.26,9435.19,,12892.72,4889.7,82080000,22.26,,35076198,14.08,SEPA,1
Greater Glasgow and Clyde,Inverclyde,05/05/2021,06/05/2021,14848213,Positive (DNQ),2040,1785.43,2296.1,,2040.76,361.1,41990400,11.48,,51355158,1.14,SEPA,1
Greater Glasgow and Clyde,Inverclyde,07/05/2021,10/05/2021,14848214,Positive (DNQ),1681,1096.71,2266.4,,1681.55,827.1,22636800,18.13,,39475368,0.51,SEPA,1
Greater Glasgow and Clyde,Inverclyde,11/05/2021,12/05/2021,14848215,Positive,12731,12962.58,12499.59,,12731.08,327.38,70848000,10.61,,53738983,12,SEPA,1
Greater Glasgow and Clyde,Inverclyde,14/05/2021,17/05/2021,14848216,Positive,16973,17784.63,16161.81,,16973.22,1147.51,41126400,14.45,,44983502,9.29,SEPA,1
Greater Glasgow and Clyde,Inverclyde,17/05/2021,18/05/2021,14848217,Positive (DNQ),7334,9498.17,5170.75,,7334.46,3059.95,32140800,14.73,,44489198,3.14,SEPA,1
Greater Glasgow and Clyde,Inverclyde,20/05/2021,21/05/2021,,Positive (DNQ),6897,8636.42,5157.68,,6897.05,2459.84,,,,,4.64,SEPA,1
Greater Glasgow and Clyde,Inverclyde,23/05/2021,25/05/2021,,Positive (DNQ),5391,6394.94,4388.44,,5391.69,1418.81,,,,,3.63,SEPA,1
Greater Glasgow and Clyde,Inverclyde,28/05/2021,31/05/2021,,Positive (DNQ),5142,4118.66,6165.94,,5142.3,1447.65,,,,,3.46,SEPA,1
Greater Glasgow and Clyde,Inverclyde,31/05/2021,01/06/2021,,Positive,10574,10756.35,10392.46,,10574.41,257.3,,,,,7.12,SEPA,1
Greater Glasgow and Clyde,Inverclyde,02/06/2021,03/06/2021,14848222,Positive,22026,26811.72,17241.34,,22026.53,6767.29,30412800,22.08,,35240544,8.92,SEPA,1
Greater Glasgow and Clyde,Inverclyde,04/06/2021,07/06/2021,14848223,Positive (DNQ),11690,11554.12,11825.59,,11689.85,191.96,36633600,21.16,,36114710,5.7,SEPA,1
Greater Glasgow and Clyde,Inverclyde,07/06/2021,08/06/2021,14848224,Positive (DNQ),9328,7502.64,11153.02,,9327.83,2581.21,38448000,22.88,,34525781,4.77,SEPA,1
Greater Glasgow and Clyde,Inverclyde,10/06/2021,11/06/2021,14848225,Positive,16301,17086.28,15516.22,,16301.25,1110.2,42940800,17.87,,39805026,9.32,SEPA,1
Greater Glasgow and Clyde,Inverclyde,14/06/2021,16/06/2021,14848226,Positive (DNQ),9116,9334.03,8898.95,,9116.49,307.64,84240000,15.48,,43235155,10.22,SEPA,1
Greater Glasgow and Clyde,Inverclyde,16/06/2021,17/06/2021,14848227,Positive (DNQ),3234,2814.57,3654.18,,3234.37,593.7,53740800,14.39,,45091393,2.31,SEPA,1
Greater Glasgow and Clyde,Inverclyde,22/06/2021,23/06/2021,14848228,Positive,27930,25987.44,29873.05,,27930.24,2747.54,29548800,20.97,,36302741,10.98,SEPA,1
Greater Glasgow and Clyde,Inverclyde,25/06/2021,28/06/2021,14848229,Positive,45499,39045.92,51953.34,,45499.63,9126.92,,16.93,,41062843,24.87,SEPA,1
Greater Glasgow and Clyde,Inverclyde,28/06/2021,29/06/2021,15083172,Positive,57719,54560.03,60878.4,,57719.21,4467.77,,22.52,,34842472,26.77,SEPA,1
Greater Glasgow and Clyde,Inverclyde,01/07/2021,02/07/2021,15083173,Positive,129859,130544.42,129175.18,,129859.8,968.2,30067200,24.03,,33564614,51.97,SEPA,1
Greater Glasgow and Clyde,Inverclyde,05/07/2021,06/07/2021,,Positive,111648,129324.13,93973.02,,111648.57,24997.01,,,,,75.14,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,08/07/2021,09/07/2021,15083175,Positive,98061,111761.35,84360.72,,98061.04,19375.17,24969600,20.79,,36483369,32.59,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,10/07/2021,13/07/2021,15083176,Positive,92110,107894.74,76325.98,,92110.36,22322.49,28512000,20.53,,36748671,34.95,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,13/07/2021,14/07/2021,15083177,Positive,46185,37485.7,54884.46,,46185.08,12302.78,40435200,19.16,,38239296,24.86,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,16/07/2021,19/07/2021,15083178,Positive,70184,72606.51,67762.38,,70184.45,3425.32,28252800,23.28,,34182985,26.39,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,20/07/2021,21/07/2021,15083179,Positive,48628,49509.03,47747.91,,48628.47,1245.3,28857600,25.73,,32269364,18.68,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,26/07/2021,27/07/2021,15083181,Positive,54454,46669.37,62240.35,,54454.86,11010.35,25488000,23.28,,34182985,18.47,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,30/07/2021,02/08/2021,,Positive,109694,114169.61,105219.35,,109694.48,6328.79,,,,,73.82,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,12/08/2021,13/08/2021,15083186,Positive,27378,30329.76,24426.53,,27378.15,4174.21,59443200,10.85,,53051364,21.66,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,16/08/2021,17/08/2021,,Positive,50142,61176.67,39108.3,,50142.49,15604.69,,,,,33.75,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,18/08/2021,19/08/2021,15083188,Positive,135803,144484.67,127121.96,,135803.31,12277.29,26956800,20.98,,36292778,48.72,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,23/08/2021,24/08/2021,,Positive,87646,90819.94,84472.45,,87646.19,4488.35,,,,,58.99,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,27/08/2021,30/08/2021,15083191,Positive,124452,122527.69,126378.18,,124452.93,2722.71,29980800,20.89,,36382718,49.66,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,31/08/2021,01/09/2021,15083192,Positive,200950,209956.99,191944.03,,200950.51,12737.09,26524800,24.9,,32884339,70.94,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,02/09/2021,03/09/2021,15083193,Positive,253459,254835.43,252082.94,,253459.19,1946.3,26265600,25.29,,32591414,88.61,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,07/09/2021,08/09/2021,15083194,Positive,631878,530715.12,733041.26,,631878.19,143066.19,28080000,24.33,,33325710,236.15,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,08/09/2021,09/09/2021,15083195,Positive,137624,137944.55,137305.09,,137624.82,452.17,83894400,25.55,,32400055,153.67,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,14/09/2021,15/09/2021,15362818,Positive,97718,115490.68,79946.02,,97718.35,25133.87,52358400,19.2,,38193410,68.1,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,17/09/2021,20/09/2021,15362819,Positive,260727,273252.12,248203.34,,260727.73,17712.16,26438400,20.9,,36372694,91.75,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,20/09/2021,21/09/2021,15362820,Positive,72758,72174.1,73343.01,,72758.55,826.54,27734400,22.1,,35222179,26.86,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,23/09/2021,24/09/2021,15362821,Positive,81958,62355.2,101562.11,,81958.66,27723.47,40435200,17.32,,40527934,44.11,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,27/09/2021,29/09/2021,,Positive,142612,134045.74,151178.63,,142612.18,12114.78,,,,,95.98,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,04/10/2021,05/10/2021,,Positive,37533,32920.78,42146.79,,37533.79,6523.77,,,,,25.26,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,05/10/2021,06/10/2021,15362825,Positive,28461,22583.01,34340.74,,28461.87,8313.97,59616000,8.03,,63088935,22.58,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,08/10/2021,11/10/2021,15362826,Positive,20897,18389.29,23405.65,,20897.47,3547.1,82771200,2,,140448037,23.02,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,12/10/2021,13/10/2021,15362827,Positive,62650,65356.99,59944.98,,62650.98,3826.87,47001600,11.32,,51771820,39.19,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,14/10/2021,15/10/2021,15362828,Positive,59531,56562.64,62500.35,,59531.49,4198.59,41385600,14.71,,44524013,32.79,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,18/10/2021,19/10/2021,15362829,Positive,52692,41453.8,63931.77,,52692.79,15894.32,82425600,9.05,,58891629,57.81,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,20/10/2021,21/10/2021,15362830,Positive,33545,37204.17,29887.06,,33545.62,5173.97,80265600,8.29,,61942056,35.84,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,26/10/2021,27/10/2021,15362831,Positive,67452,64214.15,70690.55,,67452.35,4579.51,70070400,6.63,,70445856,62.91,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,29/10/2021,01/11/2021,15362832,Positive,40109,40905.03,39314.29,,40109.66,1124.83,37929600,4.89,,83940242,20.25,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,01/11/2021,02/11/2021,15362833,Weak Positive,42,84.01,0,,42,59.4,75600000,3.19,,107344400,0.04,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,03/11/2021,04/11/2021,15362834,Positive,69592,44091.33,95092.82,,69592.07,36063.49,70502400,8.7,,60244237,65.3,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,05/11/2021,08/11/2021,15362835,Positive,150437,143856.66,157017.57,,150437.12,9306.17,44582400,13.05,,47701686,89.27,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,07/11/2021,09/11/2021,15362836,Positive,28494,24536.81,32452.75,,28494.78,5597.42,72316800,6.42,,71763457,27.43,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,09/11/2021,10/11/2021,15362837,Positive,34723,25930.37,43516.9,,34723.64,12435.55,41385600,6.51,,71190573,19.13,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,15/11/2021,16/11/2021,,Positive,80634,51672.79,109596.36,,80634.58,40958.15,,,,,54.27,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,17/11/2021,18/11/2021,15362839,Positive,40877,48550.61,33203.98,,40877.29,10851.7,67132800,6.47,,71443638,36.52,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,19/11/2021,22/11/2021,15362840,Positive,79378,74456,84301.33,,79378.67,6961.7,71366400,8.04,,63043746,75.4,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,21/11/2021,23/11/2021,15362841,Positive,102232,118315.18,86148.9,,102232.04,22745,53049600,10.66,,53593719,72.18,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,23/11/2021,24/11/2021,15598182,Positive,68390,73152.55,63629.22,,68390.88,6734.01,48902400,13.1,,47596779,44.51,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,25/11/2021,26/11/2021,15598183,Positive,68086,65425.73,70747.8,,68086.76,3763.27,37065600,15.92,,42543099,33.59,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,29/11/2021,06/12/2021,15598184,Positive,145200,134171.53,156229.3,,145200.42,15597.2,36115200,15.85,,42651171,69.79,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,01/12/2021,06/12/2021,15598185,Positive,56909,69511.03,44307.6,,56909.32,17821.51,76550400,6.5,,71253609,57.98,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,04/12/2021,07/12/2021,15598187,Positive,76307,79931,72683,,76307,5125.11,49593600,10.04,,55474898,50.37,SEPA - Low Volume,1
Greater Glasgow and Clyde,Inverclyde,07/12/2021,08/12/2021,15598188,Positive,68885,87476.53,50293.54,,68885.04,26292.34,79315200,6.59,,70691720,72.72,SEPA - Low Volume,1
